ts_code,name,area,industry,list_date,exchange,chairman,manager,secretary,reg_capital,setup_date,province,city,website,email,employees,business_scope,main_business
300558,贝达药业,浙江,化学制药,20161107,SZSE,丁列明,丁列明,童佳,40100.0,20030107,浙江,杭州市,www.bettapharma.com,betta0107@bettapharma.com,1160.0,药品的研发、技术咨询、技术推广和技术服务，药品生产（凭许可证经营），进出口业务。,"主要产品:埃克替尼.主营业务:研究和开发自主知识产权创新药物,医药研发,生产,营销."
300559,佳发教育,四川,软件服务,20161101,SZSE,袁斌,寇健,文晶,26641.61,20021031,四川,成都市,www.jf-r.com,cdjiafaantai@163.com,647.0,电子计算机硬件研制、开发、生产、销售及技术服务，电子计算机软件研发、销售及技术服务，网络设备的研制、开发、生产、销售，安防设备的研制、开发、生产、销售，电子产品的销售；公共安全防范设施系统设计、安装、维修；智能建筑系统集成；电子与智能化工程。(依法须经批准的项目，经相关部门批准后方可开展经营活动),"公司主营业务为研发,生产,销售具有自主知识产权和自主品牌的教育考试信息化产品并提供相关服务.公司的主要产品包括教育考试考务管理与服务平台以及网上巡查,应急指挥,身份认证,作弊防控等教育考试考务信息化系统产品."
300560,中富通,福建,通信设备,20161101,SZSE,陈融洁,朱小梅,张军,18932.4,20011107,福建,福州市,www.zftii.com,zftii@zftii.com;zhangweiling@zftii.com;junzhang@zftii.com,1479.0,通信线路和设备的安装(不含卫星电视广播地面接收设施安装)；通信传输设备专业修理；软件开发；管道工程建筑；通信工程施工总承包；市政公用工程、电力工程、机电安装工程、钢结构工程、建筑装修装饰工程、建筑智能化工程、安防工程、港口与海岸工程、海洋石油工程的设计与施工；广播电视传输服务；建筑工程施工总承包相应资质等级承包工程范围的工程施工；输变电工程专业承包相应资质等级承包工程范围的工程施工；城市及道路照明工程专业承包相应资质等级承包工程范围的工程施工；信息系统集成服务；通信设备、电子产品的研发、生产、销售；移动网增值电信服务；因特网虚拟专用网服务；互联网管理服务；通信设施管理服务；集群通信服务；载波服务；私人通信业务；网元出租服务；物联网服务；房地产中介服务；电子、通信与自动控制技术研究服务；计算机及通信设备租赁；劳务派遣(不含涉外业务)。(依法须经批准的项目，经相关部门批准后方可开展经营活动),"主营业务:通信网络管理服务,具体分为通信网络维护服务和通信网络优化服务.主要产品:通讯产品,电子产品等."
300561,汇金科技,广东,软件服务,20161117,SZSE,陈喆,陈喆,孙玉玲,25517.2848,20050126,广东,珠海市,www.sgsg.cc,investor@sgsg.cc;huanghuiying@sgsg.cc;cailinsheng@sgsg.cc,447.0,电子计算机软硬件、电子产品、安全防范技术产品、通信设备的设计、研发、生产、批发、零售及其他商业批发零售(不含许可经营项目)；卡封锁、卡封片、卡封箱、卡封包及其识别系统的设计、研发、生产、批发、零售；智能识别技术及设备、机器学习技术及设备的设计、研发、销售；集成电路设计、研发；智能移动终端的设计、研发、生产、批发、零售；加密算法、加密体系及相关软硬件产品的设计、研发；电子工程及智能系统工程的设计、施工；信息、通信、网络领域的技术咨询、技术服务、技术转让、技术开发；信息系统设计、集成、运行维护；电子设备安装，电子工程、智能系统工程及安全技术防护工程的设计、施工及维护。,"主营业务:基于银行现金,票据,印章等实物流转内控风险管理整体解决方案的相关应用产品研发,生产和销售.主要产品有:动态密码锁,密码生成主机,PDA,智能钥匙等及管理软件,嵌入式软件,卡封信息数据片,管理锁,柜员锁等及管理软件,嵌入式软件,智能款箱,PDA等及管理软件,嵌入式软件,印控仪及管理软件,嵌入式软件."
300562,乐心医疗,广东,医疗保健,20161116,SZSE,潘伟潮,麦炯章,丁芸洁,18979.7349,20020718,广东,中山市,www.lifesense.com,ls@lifesense.com,1851.0,软件开发和销售；研发：医疗器械；第二、三类医疗器械生产企业；研发、生产、销售：电子产品、无线通信器材；相关产品的技术推广和咨询服务；货物和技术进出口(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,"专业从事家用医疗健康电子产品的研发,生产和销售,及乐心智能健康云平台的研发与运营.目前的主要产品包括电子健康秤(可分为电子体重秤,电子厨房秤),脂肪测量仪,电子血压计,可穿戴运动手环及其他家用医疗健康电子产品."
300563,神宇股份,江苏,通信设备,20161114,SZSE,汤晓楠,汤晓楠,殷刘碗,8000.0,20030806,江苏,无锡市,www.shenyucable.com,sygf@shenyucable.com,367.0,通信技术的技术开发、技术咨询、技术服务及技术转让；同轴电缆、专用电缆、连接器、连接器电缆组件、微波天线、馈线、电子元件及电子专用材料的技术开发，生产，销售；金属制品加工；模具，夹具的设计，开发及生产；通讯器材（不含无线电发射装置及卫星电视广播地面接收设施），金属材料，纺织原料，建材，塑料颗粒，塑料制品的销售；自营和代理各类商品及技术的进出口业务（ 国家限定企业经营或禁止进出口的商品和技术除外）。 （ 以工商部门核准为准）。公司经营范围中属于法律、行政法规规定须经批准的项目，应当依法经过批准。,"主要产品:细微射频同轴电缆,极细射频同轴电缆,半柔,半刚射频同轴电缆,稳相微波射频同轴电缆,军标系列射频同轴电缆等多种系列产品.主要业务:从事射频同轴电缆的研发,生产和销售."
300565,科信技术,深圳,通信设备,20161122,SZSE,陈登志,陈登志,杨亚坤,20800.0,20010828,广东,深圳市,www.szkexin.com.cn,szkexin@szkexin.com.cn,790.0,通信配套设备的研发、生产、销售和技术服务；光通信网络传输设备、接配线设备、无源光器件、有源光器件的研发、生产、销售和技术服务；通信基站、电源产品、电量分路计量、不间断电源(UPS)及配电设备、高低压成套电气设备、直流远供系统、新能源电动汽车充电类系统设备及配套设备、通信电池、广播通讯类铁塔桅杆等的研发、生产与销售；各类射频器件、天线(不含限制项目)等无线网络覆盖产品的研发、生产与销售；数据机房、数据中心的机房机柜、PDU、数据通信设备、数据中心微模块系统、数据中心解决方案的配套产品及相关集成的研发、生产、销售与技术服务、售后服务及安装服务；通信工程施工及技术服务；信息系统的设计、集成、运行维护；通信测试、监控、管理设备和通信施工工具的研发、生产与销售；通信软件的开发，销售、技术服务和成果转让；通信及通信网络系统、通信网络运维信息系统、动力环境监控系统、管道工程、建筑智能化工程、安全技术防范工程、综合布线工程的设计、系统集成、实施与维护(法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)；通信设备、电子产品、广播电视设备及计算机软硬件的信息咨询与技术服务、销售、安装、调试、维护、修理；货物及技术进出口(法律、行政法规、国务院决定规定在登记前须经批准的项目除外)；机房精密空调设备、基站空调设备、通讯机柜空调设备、户外柜、冷水机组、暖通及热泵设备、工业空调的设计、研发与销售、生产、安装、维修；锂电池、铅酸电池以及BMS系统的设计开发、生产和销售；物联网云端管理平台、移动互联网网络平台、大数据和云计算平台、人工智能平台的技术开发；物联网模组、物联网网关、物联网定位终端、智能井盖、智能门禁和安防系统软件、视频监控、智能家居网关等产品或解决方案的研发、生产和销售；车载电子产品、车联网终端、GPS导航仪、智能车载设备、车载电子产品硬件及整机的设计开发、生产和销售；智慧灯杆及智慧园区解决方案的设计、研发与集成、销售、生产、安装、维修与运营；自有物业租赁。,"主要产品:FTTX接入网ODN系列产品,无线接入系列产品以及传输网相关产品等.主要业务:FTTX接入网,无线接入网和传输网中通信网络物理连接设备,应用解决方案和技术服务."
300566,激智科技,浙江,元器件,20161115,SZSE,张彦,张彦,徐赞,15520.05,20070309,浙江,宁波市,www.excitontech.cn,investor@excitontech.cn,645.0,光学薄膜、高分子复合材料、功能膜材料、化工产品(不含危险化学品)的研发、制造及批发、零售，并提供相关技术咨询和技术服务；自营和代理各类商品和技术的进出口业务(不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请)。(依法须经批准的项目，经相关部门批准后方可开展经营活动),"主要产品:光学膜产品,产品主要包括扩散膜,增亮膜,量子点薄膜,复合膜(DOP,POP等),银反射膜,3D裸眼膜,保护膜,手机硬化膜等.主营业务:从事液晶显示器用光学膜产品的研发,生产和销售."
300567,精测电子,湖北,电器仪表,20161122,SZSE,彭骞,陈凯,程疆,24540.12,20060420,湖北,武汉市,www.wuhanjingce.com,zqb@wuhanjingce.com;chengjiang@wuhanjingce.com;liubinghua@wuhanjingce.com,1711.0,平面显示技术的研发；液晶测试系统、有机发光二极管显示器测试系统、计算机测控系统集成、机电自动化设备的研发、生产、销售及技术服务；太阳能、锂电池及其它新能源测试系统、电源测试系统的研发、生产、销售及技术服务；芯片设计、半导体测试设备的研发、生产、销售及技术服务；货物及技术进出口(国家禁止或限制进出口的货物及技术除外)；电子产品设计、生产、销售。(依法须经审批的项目，经相关部门审批后方可开展经营活动)。,"主要产品:模组检测系统,面板检测系统,OLED检测系统,AOI光学检测系统,Touch Panel检测系统和平板显示自动化设备.主营业务:平板显示检测系统的研发,生产与销售."
300568,星源材质,深圳,化工原料,20161201,SZSE,陈秀峰,陈良,周国星,19200.5655,20030917,广东,深圳市,www.senior798.com,zqb@senior798.com,1235.0,锂离子电池隔膜及各类功能膜的研发和销售；计算机软件开发(以上均不含国家规定需前置审批项目及禁止项目)；从事货物、技术进出口业务(不含分销、国家专营专控商品)。锂离子电池隔膜及各类功能膜的生产(凭环保许可经营)；普通货运(凭道路运输经营许可证经营)。,"主营业务:专业从事锂离子电池隔膜研发,生产及销售的新能源,新材料和新能源汽车领域的国家级高新技术企业.公司锂离子电池隔膜包括单层隔膜,双层隔膜和多层隔膜等规格较为齐全的产品系列."
300569,天能重工,山东,专用机械,20161125,SZSE,郑旭,郑旭,方瑞征,22501.8,20060303,山东,青岛市,www.qdtnp.com,tnzgzqb@163.com;tnzgdb@163.com,530.0,金属结构、风力发电设备、化工生产专用设备制造（以上不含特种设备）、风力发电、光伏发电、生物质能源发电、电能销售；风力发电场、光伏发电站、生物质能源电站建设、运行和维护；海上风电基础管桩、塔筒和海外出口海工装备、安装、销售，风力发电设备辅件、零件销售；无运输工具承运陆路、海路运输业务；经营本企业自产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务（国家限定公司经营或禁止进出口的商品及技术除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动）。,主营业务:风机塔架的制造和销售;主要产品:风力发电用风机塔架.
300570,太辰光,深圳,元器件,20161206,SZSE,张致民,张艺明,蔡波,22999.68,20001212,广东,深圳市,www.china-tscom.com,zqb@china-tscom.com,1657.0,光电器件及相关设备的研发、设计、生产、销售及技术咨询；国内贸易(法律、行政法规、国务院决定规定在登记前须批准的项目除外)；经营进出口业务(法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)；自有物业租赁。,"主要产品:包括陶瓷插芯,光纤连接器,光分路器,光纤传感产品等,以陶瓷插芯,光纤连接器为主.主营业务:从事光器件的研发,生产和销售."
300571,平治信息,浙江,互联网,20161213,SZSE,郭庆,郭庆,潘爱斌,12047.835,20021125,浙江,杭州市,www.anysoft.cn,pingzhi@tiansign.com,393.0,互联网出版业务（具体详见《互联网出版许可证》内容，在批准的有效期内方可经营），经营性互联网文化服务（凭有效许可证经营），电信业务（凭有效许可证经营），专题、专栏、综艺、动画片、广播剧、电视剧的制作、复制、发行（凭有效许可证经营）。 技术开发、技术服务、技术咨询、成果转让，成年人非证书(劳动职业技能)培训，计算机软、硬件开发；批发、零售：计算机软、硬件；其他无需报经审批的一切合法项目； 道路运输经营（范围详见《中华人民共和国道路运输经营许可证》）。通信设备、电子计算机及配件、五金交电、机电设备、化工原料（除危险品及易制毒品）、塑料橡胶制品、二手车、纸张、电子元器件、消防产品的销售，消防工程施工，通信设备维修及租赁，计算机网络技术咨询及技术服务，通信网络系统集成，通信仪器仪表，通信及计算机房的电力、电子工程安装，进出口业务（除国家法律、法规禁止和限制的项目），配送服务（不含运输），电子产品及通信器材检验检测服务，仓储服务（不含危险品及易制毒品），招标代理，房租租赁，消防设施维护保养，通信工程施工，采购代理。,"主营业务:一直致力于提供国内领先的集内容,服务,运营支撑于一体的基于移动互联网的综合性增值电信服务.业务具体包括移动阅读业务,资讯类业务及其他增值电信业务,其中移动阅读业务为目前着力发展推广的核心业务."
300572,安车检测,深圳,电器仪表,20161206,SZSE,贺宪宁,贺宪宁,李云彬,19364.9184,20060806,广东,深圳市,www.anche.cn,ir@anche.cn;anche@anche.cn;liyb@anche.cn;liyh@anche.cn,944.0,机动车检测系统及设备、机动车驾驶人考试系统及设备、机动车排放污染物遥感遥测系统及设备、环保测试系统及设备的研制、生产和销售；机动车检测行业联网监管系统、机动车排放污染物实时监控系统的研制、生产、销售、系统集成和运营管理；环境监测仪器仪表、空气污染治理相关产品的研制、生产和销售。 智慧物联网设备与软件的研发、销售及应用服务；智能交通技术咨询设计、销售与集成服务；车联网系统研发与应用服务；互联网、云计算软件与平台服务；计算机软、硬件的开发、销售及相关信息咨询；信息系统集成服务；电子设备工程、电子自动化工程及智能化系统工程的设计、安装及维护；安全技术防范系统设计、施工、维修；经营增值电信业务； 信息咨询（不含限制项目）；国内贸易（不含专营、专卖、专控商品）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）；场地租赁、房屋租赁、物业管理；汽车销售。,"主要产品:机动车检测系统和检测行业联网监管系统两大类,其中机动车检测系统包括安检系统,环检系统,综检系统,新车下线检测系统等.主营业务:提供国内机动车检测领域整体解决方案."
300573,兴齐眼药,辽宁,化学制药,20161208,SZSE,刘继东,刘继东,张少尧,8243.0,19770324,辽宁,沈阳市,www.sinqi.com,stock@sinqi.com,858.0,滴眼剂（含激素类）、 眼膏剂、眼用凝胶剂、溶液剂（ 眼用）、吸入制剂、大容量注射剂、塑料瓶、原料药、保健食品、化妆品生产， 药品检验服务，医疗器械生产、销售，场地租赁，设备租赁，自营和代理各类商品和技术的进出口， 但国家限定公司经营或禁止进出口的商品和技术除外。（ 依法须经批准的项目，经相关部门批准后方可开展经营活动）。,"公司专注于眼科药物领域,是一家主要从事眼科药物研发,生产,销售的专业企业,主要产品是眼科处方药物."
300575,中旗股份,江苏,农药化肥,20161220,SZSE,吴耀军,吴耀军,丁阳,13203.0,20030807,江苏,南京市,www.flagchem.com,info@flagchem.com,1331.0,化工原料及产品、化学中间体的开发、生产、销售(不含危险化学品)；农药生产、销售；危险化学品经营(按《危险化学品经营许可证》的许可范围经营)；化工产品技术咨询、信息咨询；自营和代理各类商品及技术的进出口业务；医药、农药、工业化学品的检测。(外资比例低于25%)(依法须经批准的项目，经相关部门批准后方可开展经营活动),"主营业务为农药及中间体的研发,生产和销售,产品种类主要为除草剂和杀虫剂原药,制剂及中间体等."
300576,容大感光,深圳,染料涂料,20161220,SZSE,林海望,黄勇,蔡启上,12000.0,19960625,广东,深圳市,www.szrd.com,samcai@szrd.com;luocy@szrd.com,338.0,一般经营项目：印制线路板专用油墨、光刻材料及其配套化学品的研发，精细化工产品的购销；从事货物及技术进出口业务(以上均不含危险化学品、易制毒化学品、监控化学品及化学试剂，不含法律、行政法规、国务院决定规定需前置审批和禁止的项目)；许可经营项目：普通货运。,"主要产品“容大”牌PCB感光油墨和光刻胶均系公司自主研发的产品.主营业务为PCB感光油墨,光刻胶及配套化学品,特种油墨等电子化学材料的研发,生产和销售."
300577,开润股份,安徽,纺织,20161221,SZSE,范劲松,范劲松,徐耘,21751.688,20091113,安徽,滁州市,www.korrun.com,support@korrun.com;xuyun@korrun.com;lindd@korrun.com,2323.0,各类箱包制品、箱包材料、户外用品、模具、电脑鼠标及电脑周边产品的设计、研发、制造、销售、技术咨询及服务；软件开发；货物装卸及搬运服务；道路普通货运；从事货物进出口及技术进出口(国家禁止和限定进出口的商品和技术除外)；房屋租赁。(依法须经批准的项目，经相关部门批准后方可开展经营活动),"主营业务为包袋类产品的研发,设计,生产与销售.主要产品为商务包袋,户外休闲包袋,平板电脑与手机保护套等."
300578,会畅通讯,上海,通信设备,20170125,SZSE,路路,路路,路路,17135.6155,20060208,上海,上海市,www.bizconf.cn,BDoffice@bizconf.cn,582.0,从事“通讯、计算机”领域内的技术开发、技术服务，经济信息咨询、商务咨询（除中介），通讯设备、计算机、软件及辅助设备（除计算机信息系统安全专用产品）销售，电信业务，自有设备租赁，信息系统集成。 【依法须经批准的项目，经相关部门批准后方可开展经营活动】,"公司的主营业务是国内多方通信服务业务,是目前国内最大的企业级多方通信服务商之一."
300579,数字认证,北京,软件服务,20161223,SZSE,詹榜华,林雪焰,齐秀彬,18000.0,20010228,北京,北京市,www.bjca.org.cn,dongban@bjca.org.cn,1172.0,电子认证服务。数字证书方面的技术开发、技术服务、技术培训；信息咨询（中介除外）；计算机通信网络安全系统的开发；计算机系统安全集成；销售开发后的产品； 货物进出口、技术进出口；租赁服务。,"主营业务:提供电子认证服务,电子认证产品及可管理的信息安全服务;主要产品:电子认证服务,安全集成,安全资讯及运维服务."
300580,贝斯特,江苏,汽车配件,20170111,SZSE,曹余华,郭俊新,陈斌,20000.0,19970416,江苏,无锡市,www.wuxibest.com,zhengquan@wuxibest.com;li.deng@wuxibest.com,1107.0,组合工艺装备、工业机器人、工业自动控制系统装备、机床附件、工具夹具、汽车零部件及配件、飞机机舱设施零部件、风动与电动工具、金属结构件的设计、制造、销售、技术开发、技术咨询、技术服务、技术转让；金属材料、机械设备的销售；自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品和技术除外)；道路普通货物运输。(依法须经批准的项目，经相关部门批准后方可开展经营活动),"主要产品:涡轮增压器精密轴承件,涡轮增压器叶轮,涡轮增压器中间壳,发动机缸体等关键汽车零部件,座椅构件等飞机机舱零部件,用于汽车,轨道交通等领域的工装夹具,以及飞机机身自动化钻铆系统,自动化工业生产线等智能制造系统集成产品.主营业务:精密零部件和工装及自动化产品的研发,生产及销售."
300581,晨曦航空,陕西,航空,20161220,SZSE,WU JIAN(吴坚),吴星宇,张军妮,17176.0,20000224,陕西,西安市,,XACXHK@163.com,336.0,导航、测控与控制技术和系统、光电传感器及系统、机械设备、电子设备、航空及航天设备、船舶及船用设备、无人机及零部件的研发、试验、生产、销售和维修、软件开发，房屋租赁。 (以上经营范围除国家专控及前置许可项目),"主要产品:航空惯性导航产品,航空发动机电子产品,无人机等,产品及服务涉及航空惯性导航,航空发动机电子及无人机领域.主营业务:研发,生产,销售航空机电产品及提供相关专业技术服务."
300582,英飞特,浙江,半导体,20161228,SZSE,Guichao Hua,F Marshall Miles,贾佩贤,19800.0,20070905,浙江,杭州市,www.cn.inventronics-co.com,sc@inventronics-co.com,1042.0,研究、开发、生产：开关电源及相关电子产品；销售自产产品及提供技术服务（国家禁止和限制的除外，涉及许可证的凭证经营）。 （依法须经批准的项目，经相关部门批准后方可开展经营活动）,"主要产品:LED驱动电源是LED照明灯具的重要部件.主要业务:从事LED驱动电源的研发,生产,销售和技术服务."
300583,赛托生物,山东,生物制药,20170106,SZSE,米奇,米奇,李璐,10794.3667,20100119,山东,菏泽市,www.sitobiotech.com,stock@sitobiotech.com,686.0,"雄烯二酮(AD)，雄甾—1，4—二烯—3，17—二酮(ADD)、17α—羟基黄体酮、9—羟基AD(9OH4AD)、3TR(四烯物)、11a，17α—双羟基黄体酮(双羟)、倍他米松、21—羟基—20—甲基孕甾—4—烯—3—酮、A环降解物、1,5—二氧代—7—abeta—甲基—3—aalpha—六氢茚满—4—alpha—丙酸的生产及销售；甲羟环氧孕酮(8—DM)、孕甾4—烯—17α，21—二醇—3，20—二酮—21醋酸脂(RSA)、醋酸可的松、去氢表雄酮、去氢表雄酮醋酸酯、醋酸阿奈可他、醋酸氢化可的松、氢化可的松、四九物、黄体酮医药中间体的销售。货物进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)","赛托生物是一家应用基因工程技术和微生物转化技术制造甾体药物原料的企业.以甾体药物核心原料——雄烯二酮为突破口,开发了系列化产品.主要产品为甾体药物原料."
300584,海辰药业,江苏,化学制药,20170112,SZSE,曹于平,曹于平,陆晋,12000.0,20030115,江苏,南京市,www.hicin.cn,ir_hicin@163.com,557.0,药品生产(按许可证所列范围经营)。开发医药产品；开发、生产植物提取物；销售自产产品；药品及原料的进出口贸易(涉及国家有关规定的，按规定执行)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,"主要产品:抗生素类,利尿剂类,消化类,免疫调节类,抗病毒类,心脑血管类等药物.主营业务:化学药品的研发,生产和销售."
300585,奥联电子,江苏,汽车配件,20161229,SZSE,刘陆媛甜,傅宗朝,薛娟华,16000.0,20010621,江苏,南京市,www.njaolian.com,mail@njaolian.com,810.0,汽车电器配件生产、销售；电子产品、五金、建材、摩托车电器配件、模具工装设备加工、销售；塑料销售；汽车电子、模具技术开发；自有房屋租赁；自营和代理各类商品及技术的进出口的业务(国家限定公司经营或禁止进出口的商品和技术除外)。(依法须经批准的项目，经相关部门批准后方可开展经营活动),"主要产品:电子油门踏板总成,换挡控制器,低温启动装置,电子节气门,电磁螺线管和尿素加热管,车用空调控制器,汽车门窗控制器.主营业务:研发,生产,销售汽车电子电器零部件产品."
300586,美联新材,广东,化工原料,20170104,SZSE,黄伟汕,张朝益,段文勇,24000.0,20000620,广东,汕头市,www.malion.cn,mlxc@malion.cn;lindm@malion.cn,263.0,生产、加工：色母粒、塑胶聚合物、塑料改性、塑料合金、塑料、助剂、颜料、钛白粉混拼(危险化学品除外)；销售：化工原料(危险化学品除外)；物流仓储；普通货运(道路运输经营许可证的有效期至2021年9月30日)；货物进出口、技术进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动。),"公司主要从事高分子复合着色材料的研发,生产,销售和技术服务,为客户提供塑料着色一体化解决方案.公司主要产品为色母粒,复配色粉和色胶粒,其中色母粒是公司的核心产品,主要包括白色母粒,黑色母粒,彩色母粒."
300587,天铁股份,浙江,橡胶,20170105,SZSE,许吉锭,许孔斌,范薇薇,18171.3,20031226,浙江,台州市,www.tiantie.cn,tiantie@tiantie.cn;ttzh@tiantie.cn,786.0,橡胶减振垫、嵌丝橡胶道口板、聚酯垫板、铁路橡胶垫板、 橡胶弹簧、钢弹簧浮置板、减震垫浮置板、防水材料、抗震吊架、输送带、橡胶制品、塑料制品、密封制品、隔音材料（含吸声板）、铁路器材、桥梁支座、建筑支座、减隔振支座、预制轨枕、混凝土构件、建筑构件的技术开发、技术咨询及检测服务、生产、集成、销售、安装，道口及屏障工程施工，钢轨、道岔、建筑材料的销售， 油漆及涂料的设计、销售和涂装施工， 环境保护专用设备、机电设备、节能设备的研发、制造、销售、安装，从事进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"公司主营轨道工程橡胶制品的研发,生产和销售,产品主要包括轨道结构减振产品,嵌丝橡胶道口板等,主要应用于轨道交通领域,涵盖城市轨道交通,高速铁路,重载铁路和普通铁路.同时,公司也从事输送带等其他橡胶制品的研发,生产和销售."
300588,熙菱信息,新疆,软件服务,20170105,SZSE,何开文,岳亚梅,杨程,16325.15,19990729,新疆,乌鲁木齐市,www.sit.com.cn,dongmiban@sit.com.cn;yangch@sit.com.cn;huaq@sit.com.cn,522.0,计算机专业领域的技术咨询、技术服务与技术转让；软件开发、销售与技术服务；数据处理和运营服务；信息安全产品研发、生产、销售、服务及技术咨询；安防工程；工程设计；信息系统集成服务；货物与技术的进出口业务。,"主要产品:视频卡口深度应用平台,图侦工作平台,业务安全审计基础平台,财政国库支付业务审计系统软件产品及相关信息化服务.主营业务:1,智能安防及信息化工程,包括智能安防领域的数据和图像分析,开发及运用,并以此为基础的软件产品与开发,技术服务和信息工程建设等业务;2,信息安全产品,服务与综合解决方案,包括信息安全审计软件产品与开发,技术服务等业务;3,其他软件开发与服务."
300589,江龙船艇,广东,船舶,20170113,SZSE,晏志清,晏志清,龚雪华,20280.78,20030121,广东,中山市,www.jianglong.cn,gong.xuehua@jianglong.cn;hu.yueqin@jianglong.cn,731.0,船舶的设计、制造、加工、修理、销售；涂料、油漆（以上不含危险化学品）、机械设备（不含国家专营项目）、五金交电、建筑材料的批发、零售；货物及技术进出口。 (依法须经批准的项目，经相关部门批准后方可开展经营活动),"主要产品:按照用途可分为旅游休闲船艇,公务执法船艇,按材质可分为玻璃钢船艇,金属及多材质复合船艇.主营业务:本公司主要从事旅游休闲船艇和公务执法船艇的设计,研发,生产和销售,为客户提供从应用设计,产品制造到维修保养等全方位的个性化服务解决方案,是国内优秀的高性能玻璃钢,金属及多材质复合船艇供应商."
300590,移为通信,上海,通信设备,20170111,SZSE,廖荣华,廖荣华,张杰,16149.0,20090611,上海,上海市,www.queclink.com,stock@queclink.com,318.0,从事通信、电子科技相关技术开发、自有技术成果转让；计算机软件的开发、设计、制作，并提供相关的技术咨询和技术服务；移动通信产品终端及相关电子产品的生产(限分公司)，销售自产产品；计算机软件(游戏软件除外)及硬件设备、电子产品、仪器仪表、电子元器件、通讯设备的批发、进出口、佣金代理(拍卖除外)，并提供相关配套服务。(不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请)。【依法须经批准的项目，经相关部门批准后方可开展经营活动】,"主要产品:车载追踪通讯产品,物品追踪通讯产品,个人追踪通讯产品,动物追踪溯源产品.主营业务:物联网行业,嵌入式无线M2M终端设备研发,销售业务."
300591,万里马,广东,服饰,20170110,SZSE,林大耀,林大耀,黄晓亮,31200.0,20020419,广东,东莞市,www.wanlima.com.cn,wlm_stock@wanlima.com.cn;qifei.mou@wanlima.com.cn,2018.0,以自有资金进行工业实业投资(须审批的项目另行报批)；生产、加工、 制造、研发、设计、 销售、网上销售：皮革制品、鞋类、箱包、腰带、帽、手套、手机套、眼镜、服装及饰品、化妆品、针纺织品、睡袋、雨衣、帐篷、皮褥及配套制品、军警防护装备、警用器械、劳保防护用品、电子产品、橡胶制品、五金制品、反光材料、纸制品；电子信息技术服务； 经营电信业务、增值电信业务； 货物或技术进出口(国家禁止或涉及行政审批的货物和技术进出口除外)。 (依法须经批准的项目，经相关部门批准后方可开展经营活动),"主要产品:“万里马”,“Saint Jack”品牌皮具产品.主营业务:皮具产品的研发设计,生产制造,品牌运营及市场销售业务.同时,采取ODM的模式,为国际知名企业生产手袋等产品."
300592,华凯创意,湖南,软件服务,20170120,SZSE,周新华,周新华,王安祺,12238.11,20090223,湖南,长沙市,www.huakai.net,zhangxiaofan@huakai.net;ipo@huakai.net;wanganqi@huakai.net,359.0,展馆、展厅的设计、布展服务，多媒体设计服务，会议系统的开发及安装，装修装饰工程的承接，灯光音响设备的安装；国内各类广告的设计、制作、代理、发布；动画设计制作；计算机软件开发；建筑模型、机械模型、工业模型、医疗器械模型、教学模型、道具、雕塑的设计、制作、销售及安装服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动),"主营业务:以文化创意为核心,以高新数字技术展示手段为依托,为各类客户提供空间环境艺术设计服务;主要产品:主要产品:模型,动画及各类文化主题空间展示系统."
300593,新雷能,北京,电气设备,20170113,SZSE,王彬,王彬,王华燕,16516.08,19970611,北京,北京市,www.suplet.com,webmaster@suplet.com;wanghuayan@suplet.com;wangwensheng@suplet.com,1477.0,技术开发、技术服务；技术检测；制造高铁设备、配件、铁路机车车辆配件、航空、 航天器及设备、 微特电机及组件、电力电子元器件、变压器、整流器及电感器、配电开关控制设备、计算机零部件、工业控制计算机及系统、通信设备、雷达及配套设备、集成电路、智能消费设备、敏感元件及传感器；软件开发；基础软件服务(不含医用软件)；工程和技术研究与试验发展；货物进出口；技术进出口；代理进出口；销售电源变换器、放大器、通讯产品、电子元器件、 机械设备。,"主要产品:本公司生产的电源产品根据设计工艺及产品特点可分为三大类:模块电源,定制电源,大功率电源及系统.主营业务:致力于高效率,高可靠性,高功率密度电源产品的研发,生产和销售."
